question_id,system,answer,factual_accuracy,hallucinated,citation_precision,needs_human_review,model_name,model_version,temperature,timestamp,dataset_version,dataset_sha256
exp1_001,Vanilla,"Answer:

I do not have access to the specific, real-time eligibility criteria for Aether Robotics, as these requirements are updated annually by the company and managed through the VIT Career Development Centre (CDC) portal.

Typically, companies visiting VIT set CGPA cutoffs ranging from 6.0 to 8.0 depending on the role. You should check the **VIT VTOP/CDC portal** under the ""Placement"" or ""Company Eligibility"" section for the most accurate and current information regarding Aether Robotics.",0.0,False,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:47:40.626405+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_001,RAG,The provided documents do not contain information regarding the minimum CGPA required for campus placement at Aether Robotics.,0.0,False,0.25,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:47:40.626405+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_002,Vanilla,"Perception and Planning roles at robotics companies like Aether typically prioritize **C++** as the primary language for performance-critical tasks, real-time processing, and integration with robotics frameworks like ROS (Robot Operating System). **Python** is also widely used for rapid prototyping, data analysis, and machine learning model development.

Please note: I do not have access to Aether Robotics' internal technical stack or specific hiring requirements. You should verify this by checking their official job descriptions on the VIT placement portal or their company website, as requirements can vary based on the specific project team.",1.0,False,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:48:09.070617+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_002,RAG,Perception and Planning Engineers at Aether Robotics use Python and C++ (Source 1).,1.0,False,0.3333333333333333,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:48:09.070617+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_003,Vanilla,"For an Embedded Software Engineer role at a company like Aether, you should prepare for a technical interview covering the following core areas:

*   **C/C++ Programming:** Proficiency in C is mandatory. Focus on pointers, memory management (malloc/free), bitwise operations, volatile keyword, static vs. dynamic memory, and data structures (linked lists, queues, stacks).
*   **Microcontrollers & Architecture:** Understanding of ARM Cortex-M architecture, interrupt handling, timers, PWM, and GPIO configuration.
*   **Communication Protocols:** In-depth knowledge of I2C, SPI, UART, and CAN bus. You should understand how these protocols work at the register level.
*   **Operating Systems:** Concepts of Real-Time Operating Systems (RTOS), including task scheduling, semaphores, mutexes, deadlocks, and priority inversion.
*   **Hardware Interfacing:** Ability to read and interpret circuit schematics and datasheets.
*   **Debugging:** Experience with tools like oscilloscopes, logic analyzers, and debuggers (JTAG/SWD).

**Note:** I do not have access to Aether’s specific internal interview question bank or their current hiring criteria, so I cannot confirm if they prioritize specific proprietary frameworks or niche hardware platforms. Always review your own projects thoroughly, as interviewers often deep-dive into the technical challenges you faced during your internships or capstone projects.",0.5,False,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:48:37.047624+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_003,RAG,"For the Embedded Software Engineer (ESE) role at Aether, the technical interview covers the following topics:

*   C/C++ memory management.
*   Interrupt handling.
*   Mutex and semaphore concepts.
*   A debugging exercise involving identifying and fixing a logical or concurrency bug in a piece of C code.

(Source: Aether Robotics — Engineering Campus Placement FAQ, Source 3)",1.0,False,0.3333333333333333,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:48:37.047624+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_004,Vanilla,"Most Aether robot controller boards utilize **FreeRTOS** as their primary Real-Time Operating System. 

*Note: While FreeRTOS is the standard for their current controller architecture, I cannot confirm if specific legacy or custom-built boards utilize different proprietary kernels, as technical specifications can vary by hardware revision.*",1.0,False,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:49:09.615328+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_004,RAG,Aether Robotics uses FreeRTOS on most of its robot controller boards (Source 1).,1.0,False,0.5,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:49:09.615328+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_005,Vanilla,"Answer: I do not have access to specific, real-time data regarding the exact number of questions in the NovaTech online assessment. Company assessment patterns, including the number of questions and time limits, are subject to change and can vary based on the specific hiring cycle or role. 

I recommend checking the **VIT Career Development Centre (CDC) portal** or recent placement experience blogs from seniors on platforms like LinkedIn or GitHub for the most accurate and up-to-date information regarding NovaTech's current test pattern.",0.0,True,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:49:38.693916+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_005,RAG,There are 20 questions in the Quantitative Aptitude section of the NovaTech online assessment (Source 3: NovaTech Solutions — Campus Recruitment Guide).,1.0,False,0.3333333333333333,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:49:38.693916+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_006,Vanilla,"Whether students with backlogs are allowed to participate in a campus drive depends entirely on the specific eligibility criteria set by the company for that recruitment cycle.

**I do not have access to the specific hiring policy for ""NovaTech"" regarding backlogs.**

Generally, at VIT:
*   **Company Policy:** Most Tier-1 and Tier-2 companies mandate a ""no active backlog"" policy. Some even require a ""clean record"" (no history of backlogs).
*   **Verification:** You must check the **VIT Career Development Centre (CDC) portal (VTOP)** for the specific Job Description (JD) released for NovaTech. The eligibility criteria, including backlog status, will be explicitly stated there.
*   **Recommendation:** If the JD is not yet live or is unclear, contact your assigned placement coordinator or the CDC office directly for clarification, as policies vary by company and sometimes by the specific role being offered.",0.0,True,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:50:06.740540+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_006,RAG,The provided context does not contain information regarding whether students with backlogs are allowed to participate in the NovaTech campus drive. It only specifies the degree requirements and a minimum CGPA of 7.0 on a 10-point scale (Source 4).,0.0,False,0.5,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:50:06.740540+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_007,Vanilla,"I do not have access to specific internal HR policies for NovaTech, as these details vary by company and are often subject to change. 

Typically, probation periods in the tech industry range from **3 to 6 months**. Regarding leave entitlements during probation, most companies have restrictive policies where you may only be eligible for emergency leave or a pro-rated number of days, rather than the full annual leave quota.

**Recommendation:**
1. **Check your Offer Letter:** This is the only legally binding document that will specify your exact probation duration and leave policy.
2. **Consult the HR Portal/Handbook:** If you have already received your onboarding credentials, check the employee handbook.
3. **Contact HR:** If you are in the pre-joining phase, email your designated HR point of contact directly. It is perfectly professional to ask, ""Could you please clarify the leave policy applicable during the probation period?""",0.0,True,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:50:34.288276+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_007,RAG,"The probation period at NovaTech is 6 months (Source 1, Source 2). During this period, your leave entitlement is limited to 6 days, plus public holidays (Source 1, Source 2).",0.5,False,0.5,True,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:50:34.288276+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_008,Vanilla,"Answer:

I do not have access to specific internal payroll policies for NovaTech, nor is there a universally standard ""NovaTech"" company in the context of VIT campus placements. 

Generally, most companies hiring through VIT campus placements do not mandate a specific partner bank for salary disbursement. They typically allow employees to provide any valid Indian bank account (NEFT/IMPS enabled) for salary credit. However, some large multinational corporations may have a preferred banking partner to facilitate faster processing or offer additional employee benefits.

I recommend checking the specific offer letter or reaching out to the company’s HR point of contact provided during the placement process for confirmation.",0.5,True,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:51:02.637447+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_008,RAG,"NovaTech disburses salaries to a specific partner bank, which is HDFC Bank. If a candidate does not already have an account with them, a new account is opened on Day 1 (Source 1: NovaTech Solutions — Offer Letter and Onboarding FAQ).",1.0,False,0.5,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:51:02.637447+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
exp1_009,Vanilla,"Whether you are eligible for engineering roles at Meridian FinTech as an MCA student depends on the company's specific hiring policy for the current recruitment cycle.

Generally, many FinTech companies are open to hiring MCA students for software engineering roles, as the curriculum is often considered equivalent to a B.Tech/M.Tech in Computer Science. However, some firms strictly restrict ""Engineering"" roles to B.Tech/M.Tech graduates, while offering MCA students roles under ""Associate Software Engineer"" or ""Application Developer"" titles.

**To confirm your eligibility:**
1. **Check the VTOP Placement Portal:** This is the most accurate source. If the job description (JD) is visible to you under the ""Eligible"" tab, you are eligible.
2. **Review the JD:** Look for the ""Eligible Degrees"" section. If it explicitly lists ""MCA,"" you are eligible.
3. **Contact the Placement Office:** If you are unsure, reach out to your campus placement coordinator, as they have the finalized eligibility criteria shared by the company.

**Note:** I do not have access to Meridian FinTech’s specific internal hiring criteria for this year, so I cannot confirm your eligibility with certainty. Please verify via VTOP.",0.0,True,,False,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,2026-08-24T17:51:30.200641+00:00,rag_questions_v1.0,45669499df81235bb6afea95dffaec3c6d6d7f4d699b970db5e49b997c71ebb5
